Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
MRPL48	8099.71	4252.55	8515.64	5871.65	7771.03	9241.31	6815.24	5900.12	6639.9	6056.92	8910	9519.99	2018.89	6274.24	1959.46	1449.91	3880.96	4603.83	2781.77	3321.99	3158.48	9099.2	3501.64	4127.67
MRPL49	3290.5	4886.18	7437.33	4226.39	7143.72	4796.1	4264.19	5117.83	5920	4635.66	7076.35	2995.69	3295.58	4753.26	3051.88	3092.37	3698.73	4908	3410.43	3702.2	4456.93	5058.28	5233.57	4053.11
MRPL50	7819.67	7291.24	8229.1	8084.78	6482.95	8377.86	5321.4	8592.29	4278.8	4939.48	8193.52	5886.51	3147.16	6404.57	3706.87	2828.22	5736.75	4766.08	4384.54	3993.78	6290.04	5206.61	4961.94	5822.64
MRPL51	10029.8	7750.62	13491.6	8529.13	14507.7	13468.5	9601.1	11971.5	11297.7	8183.71	14170.2	11950.6	11864.5	9702.09	7029.9	3641.64	9588.85	3627.4	8773.79	9561.02	10958.7	13165	12767.2	10265.9
MRPL52	1918.95	887.614	2850.06	1133.25	2336.93	2108.75	2143.4	1899.93	2782.08	2270.86	4486.98	1451.96	2163.67	1977.15	2875.45	2310.67	2436.73	1002.84	1713.45	638.869	2521.18	1544.02	2450.86	1598.24
MRPL53	10727.1	8361.2	9299.11	11212	7599.48	7503.93	9228.72	8797.58	5145.33	5368.74	11040.9	6400.52	5204.51	8929.23	1662.07	3380.45	2763.74	6699.78	3829.43	5321.52	4062.03	6862.45	3894.24	6204.7
MRPL54	1606.5	2333.51	1405.7	1336.84		1078.12	919.929	1280.64	916.568	1655.43	1170.17	881.064	1052.95	1006.87	752.314	1770.76	2191.99	741.983	589.132	1387.21	1853.1	1446.44	1423.28	1028.83
MRPL55	1978.6	1388.91	2333.16	2105.68	4902.78	929.431	4633.31	3119	2353.23	3279.63	1710.88	3059.03	1649.83	2260.31	5027.26	2483.47	5345.58	801.947	2462.27	2927.7	4640.64	2392.22	3036.89	4247.16
MRPL57	12044.2	8974.67	8525.71	10746.3	8560.95	11808.8	12170.2	8285.29	8259.47	6686.12	9457.58	9837.93	5056.36	11598.5	8297.24	6090.27	5093.95	7632.7	5938.42	5607.91	6770.15	10421.7	9548.05	5478.9
MRPL58	6473.62	3784.38	8633.11	6828.84	10580.4	9001.77	5462.1	8011.08	6070.01	8203.09	9912.27	6852.41	6437.62	9677.47	8505.9	7413.78	8826.73	5021.19	4938.81	5739.43	10868.6	11211.6	9074.22	8465.72
MRPL9	3518.34	3242.53	2999	2982.06	3662.2	2823.75	3682.49	3965.86	3322.5	2857.15	4181.92	3798.51	2144.03	3508.91	1233.78	729.174	1271.66	3490.17	1935.12	3196.71	2183.66	2962.99	2142.49	2807.92
MRPS10	1856.75	5592.43	1399.92	6570.46	1817.68	2299.18	1623.65	2028.65	2400.06	1973.66	1821.19	3355	1751.67	2051.43	1237	372.015	1796.76	1462.99	726.296	1168.93	1862.69	1974.32	2866.47	2131.02
MRPS11	8532.03	6352.89	13422	7343.71	8919.53	14108.5	9513.9	12901.3	9490.6	11183.9	9383.79	12011.4	9231	10461.8	9805.73	3050.04	8496.84	9555.63	6753.55	10617.5	13269.1	12741.7	8560.47	8738.33
MRPS12	1373.01	1233.92	1520.66	2265.66	1230.23	1525.63	1409.69	2664.86	1722.41	2138.67	2256.27	1806.14	2132.02	2370.56	1924.63	571.64	1130.21	2861.66	1175.1	1644.24	1301.58	1466.13	1545.15	1279.09
MRPS14	4790.53	4341.05	5285.77	4240.68	5284.39	4999.95	6038.9	5947.17	5541.11	3727.29	6677.16	6863.28	1468.12	1153.69	2124.58	210.709	2556.62	569.593	2761.52	2030.27	3005.53	4043.3	3226.66	2448.6
MRPS15	1649.14	2909	3654.8	4216.4	2853.55	2316.15	2614.97	2101.04	1588.07	2431.6	2562.71	2316.92	2375.62	2268.4	2267.72	745.754	1600.25	967.385	1746.64	1630.55	2406.87	3269.26	3445.35	1701.05
MRPS16	6722.79	5234.95	5483.32	6815.63	5481.54	6573.13	5907.98	7880.9	4973.24	4856.2	7203.17	7402.19	3670.38	7334.7	2113.24	1035.1	2009.99	1028.64	2959.5	2475.65	5950.12	3792.86	3552.33	4436.51
MRPS17	3266.73	3694.98	4009.8	3150.47	3990.13	4571.8	2309.79	3669.97	5309.34	5740.94	6740.03	3788.62	8047.06	5745.41	3765.69	1259.23	5319.21	1178.85	2946.81	1797.81	11312.9	2642.31	4564.91	3966.71
MRPS18A	3960.55	3937.06	5794.44	3911.18	6705.93	6159.67	5871.55	5472.99	5749.53	4259.8	5214.48	4144.33	5319.66	5333.46	2695.19	2654.8	4198.33	4733.89	3999.5	4625.42	3222.95	4089.15	4901.2	2737.51
MRPS18B	7870.12	8739.47	9170.71	7718.51	8523.9	9443.72	10603.7	11799.8	8641.34	7903.75	8618.51	9768.57	4461.65	9707.36	1908.46	1722.91	4218.34	3269.58	5049.5	4421.3	5567.19	8339.95	6806.41	5523.21
MRPS18C		993.396	2421.56	665.179	4024.64	606.962	1014.33	1289.36	1306.76	1282.96	2061.05	863.477	1506.37	3209.2	5373.84	6542.36	1090.59	2010.67	3047.86	3464.51	1598.23	1135.31	1451.13	1335.92
MRPS2	1975.4	1958.01	1522.72	3420.67	1633.89	2365.54	1903.78	2894.23	1644.44	2948.59	2525.46	1743.81	4231.78	2054.26	1168.93	308.182	2837.77	1998.95	3315.8	1910.58	3468.27	2311.76	1973.97	2364.5
MRPS21	3852.09	3990.3	4635.23	4963.36	3783.96	3190.34	6199.7	5887.43	4300.42	3504.89	3036.88	5648.03	1973.91	3766.55	1589.64	476.08	3438.76	1718.68	3273.37	2476.18	2348.7	5622.84	2155.61	3107.22
MRPS22	10012.2	10621	11149.8	12031.7	13106.5	11733.7	10795.1	13330.8	10430.8	11593.1	13092.8	13732.1	7102.19	14108.3	4378.17	3231.44	8019.65	5011.05	6949.43	6008.09	7592.05	9827.04	8753.38	7586.52
MRPS23	5347.43	2970.48	3635.23	4545.4	5232.14	3257.01	4130.85	2448.12	2895.39	3033.86	3741.81	2779.84	4591.83	3907.39	4423.19	1815.23	5542.43	1646.26	1950.29	2424.21	6812.16	2216.31	3063.95	3522.04
MRPS24	471.567	606.782	726.519	666.734	1376.97	1082.39	791.486	1677.83	953.036	1231.83	2292.24	1617.28	1273.03		1326.39		929.287	500.287	694.489		1489.27	1660.74	812.444	978.236
MRPS25	3004.31	3464.65	3768.05	4129.65	3107.2	3212.99	2723.15	3111.79	2745.62	2575.85	3668.51	2820.11	3224.93	2788.47	1467.19	2273.85	2624.87	1670.74	2401.64	2534.14	2020.15	2211.89	2267.52	2801.02
MRPS26	2067.1	1339.13	1784.79	1387.02	3850.23	2435.11	2720.06	2993.45	2186.57	1237.03	1965.34	2257.56	2055.97	1663.23	2283.54	1805.24	2452.21	1668.81	2164.23	1164.18	3247.83	2461.03	1337.25	2054.81
MRPS27	12901.7	12527.6	13912.5	17130.5	10116.2	10672.6	11121.4	12677.4	9320.25	10576.7	10452.1	12759.1	8630.64	14223.8	5798.06	3351.03	7707.99	6271.08	7023.92	6437.83	7627.27	9694.22	7989.32	8548.7
MRPS28	1583.04	2130.66	2820.72	2528.38	4392.76	3160.21	2918.4	3077.42	2637.06	3641.93	3706.34	3426.86	4037.01	3129.27	4315.6	1753.98	4488.4	2150.03	3760.98	1579.9	5204.55	2887.89	3132.35	1810.59
MRPS30	7221.05	5482.31	6104.84	7922.3	4084.48	6150.58	5059.34	6685.31	5439.8	5259.78	5549.01	5912.52	3419.19	6586.18	5686.06	3163.05	5141.58	2619.2	4634.25	5246.61	4409.12	5824.45	6119.21	4833.69
MRPS31	3770.37	4113.94	4413.54	3875.92	4618.82	4844.62	3808.44	5044.66	4077.27	3455.4	4691.47	4820.99	2764.07	1351.56	2259.12	1376.57	3706.24	1318.3	2664.59	2130.07	3289.55	3444.49	3670.57	3592.26
MRPS33	11505.4	6918.09	8144.98	7625.98	12123.9	10475	9217.45	11220.1	12105.4	4290.22	13377.3	9159.04	8085.07	12227.5	7723.75		8498.59	3058.09	8051.04		5474.62	9758.57	4334.79	9020.59
MRPS34	12973.5	9720.52	12349	11968.9	11199.8	10880.3	12007.3	15960.3	11582.8	13440	11139.1	13037	11593	8240.25	4379.53	1703.99	6920.21	5434.61	7043.33	3967.88	9377.53	9758.29	8822.05	5946.4
MRPS35	5089.59	3545.25	5768.2	5834.14	6770.82	4734.69	4733.81	5978.77	4597.06	4089.95	3888.77	5201.79	3154.69	1055.84	3215.59	789.983	3196.99	852.011	2940.73	1457.87	3968.12	3647.98	3167.79	4137.94
MRPS36	17505.3	8320.08	19718.2	9357.8	15915.3	9970.53	13255.7	14072.2	19229.5	10281.8	19133.4	14440.5	10771.4	23775.4	8363.97	17808.7	11155.3	19052.7	8797.69	18180.2	12204.2	20985.2	12151.6	12288.9
MRPS5	4516.31	6885.16	6115.81	6471.76	4149.9	6767.44	5821.85	6682.08	5448.14	7504.68	6392.54	6345	7313.04	5677.21	6013.56	1562.1	7437.17	2274.76	6269.6	4952.64	5856.3	5224.12	6956.18	6487.05
MRPS6	2805.09	3114.29	2671.59	4258.54	3400.51	3473.32	3244.47	4213.31	2645.27	1687.73	1870.39	3306.62	1571.42	3209.42	1063.46	623.161	657.738	1217.27	1213.83	1535.64	890.029	1755.77	2622.23	1476.28
MRPS7	14709.7	12224.1	10273.1	13326.9	10906.8	13947.8	11791.9	13133.6	10632.9	10600.5	16263.1	12525.5	9906.34	14772.9	3791.29	1736.94	4913.39	3342.29	8092.4	4548.27	9443.16	11643.1	12521.9	9280.02
MRPS9	4477.27	3875.13	5377.74	4545.16	4236.85	4795.95	5311.47	6019.03	4781.07	5098.4	5022.56	5904.48	2924.42	1465.98	1169.36	901.852	3915.63	1061.96	2703.4	2219.23	3043.94	5357.54	3199.34	4129.45
MRRF	45986.9	33965.8	62173.7	47048.3	47105.9	51735.9	56772.6	57424.4	51153.5	38648.2	45609.7	53519.7	34939.6	42959.4	17847.8	28066.5	18032.8	45555.9	17929.7	35829.4	37879	46802.8	37610.5	26061.2
MRTFA	247.22	93.7062	315.496		249.522	276.855	178.193	248.967	70.8025	114.369	235.477				24.6481		347.735		212.36	259.929			683.466	212.302
MRTFB	500.876	589.996	261.611		348.506	794.581	966.296	925.528	88.944		636.057	279.676		1033.85		301.979		636.91	441.352	477.347	357.77	273.171		414.04
MRTO4	3396.74	1419.19	2828.57	2363.11	4306.97	3445.83	3451.69	3429.71	2434.74	1954.2	2920.73	2041.88	4498.1	256.67	1393.77		767.964	2561.9	1574.38		4478.91	2439.97	3693.72	2872.79
MSH2	4026.71	3056.25	3181.31	3209.81	5027.99	5500.48	7107.63	4350.05	3747.05	3841.66	5313.16	4454.8	4328.16	4374.76	1702.25	1731.65	2214.83	2150.31	3518.34	3398.44	4273.06	4602.66	5891.55	5234.49
MSH3			103.293						349.986	423.093		301.604	4044.77	400.48				3010.32		596.914			230.555	265.55
MSH6	2365.79	1102.59	1177.61	1211.98	3079.56	2225.56	2960.18	2179.79	1891.72	1589.91	2609.83	1990.95	2737.41	334.987	1064.34	2241.77	912.762		1486.76	650.284	2743.03	2224.67	3214.73	2799.07
MSI2	1480.61	991.869	1039.67	1232.33	1183.14	1487.25	1299.19	2422.43	543.404	1112.58	602.373	929.802	1583.2	2673.19	1424.26	746.093	1562.82	994.622	1558.02	1982.24	819.406	1809.79	2199.54	2018.28
MSMO1	2726.67	9465.99	2310.14	5641.68	1467.03	6153.65	1349.22	3119.88	3550.13	13518.7	4435.97	5651	3003.75	4897.79	1076.54	4279.46	2285.09	4824.51	2229.14	6977.99	2798.6	6033.42	2686.04	6733.94
MSN	277822	128859	352591	102253	334172	330581	243416	266648	345832	318197	264551	359644	281684	323565	310514	349173	385177	298939	394284	298254	294757	363978	353492	328887
MSN;RDX	967910	355764	963326	357733	1.02692e+06	1.03978e+06	783088	758587	1.10911e+06	1.03738e+06	1.07471e+06	1.04199e+06	860065	1.00032e+06	717665	965413	913133	998032	1.06869e+06	929591	854975	1.03222e+06	1.12841e+06	1.04061e+06
MSRA	6829.56	9643.92	6524.18	6940.33	6885.27	8020.82	5374.84	6938.19	7689.56	9489.28	7203.28	7426.03	3815.34	4813.05	2708.1	2555.35	1401.91	4548.98	2375.61	2793.36	4231.87	3342.74	4975.47	3598.58
MSRB2	3603.4	3542.92	4916.53	2293.41	4165.25	4074.98	3383.17	3587.87	3601.07	2700.55	4150.01	2563.59	1825.71	4343.05	2063.25	2926.96	4764.35	6778.78	2099.53	5081	1952.66	4544.23	2418.51	2307.29
MSRB3	10518.3	9574.46	10025.4	7783.82	7330.22	7334.78	6995.68	7746.48	10665.5	11585.4	10170.6	10319.4	5532.61	5756.83	5279.05	3642.31	5605.09	4412.25	4441.83	4417.99	5566.24	7495.22	6541.16	8155.29
MST1	1327.12		1185.16	2055.01	1347.01	754.646	2037.11	1532.37	553.614		988.297	1633.9	301.879	691.817	1029.43	1849.54	803.509	1596.28	1245.7	1163.64	46.2285		236.209	
MST1R			133.021				580.346												991.55	1621.6				123.819
MSTN		1371.59			4017.52		2573.66		1688.62	1390.68	3728.55		2113.76		2121.25			1333.67	3613.04		3124.19		2598.56	
MSTO1	1913.39	2696.74	1689.82	1568.47	1455.42	1667.86	1394.47	1264.08	1088.42	991.936	1430.08	1294.18	1819.14	2113.19	1791.92	1132.03	1660.34	1371.31	1988.12	1519.42	1434.48	1687.03	945.542	1460.03
MT-ATP6	2899.14	3494.57	5038.01	2180.51	6776.57	3815.69	1564.97	2566.84	10049.8	12041	7708.21	5941.92	19812.1	12558.4	11413.8	11417.7	16606.1	13955.6	4452.19	14353.4	16804	11723.6	13168	15363.1
MT-ATP8	12220.8	10286	9744.94	10383.6	7928.64	12399.8	8707.26	13178	11257.2	10012.8	11990.3	14084	10545.4	11791.2	9126.14	13269.2	7574.15	8757.76	5763.28	10156.2	9605.41	10921.8	8869.35	10994.6
MT-CO2	37737	28818.4	41748.2	20335.3	29018.5	37327.1	35712.7	36593.9	47753.3	43472.6	43739.7	44485.5	38519.6	46267.8	17978.9	16699.8	7772.47	10747.6	7949.83	15999.1	37184.1	38969.9	31985.4	38783.2
MT-CO3	1296.93	2001.04	1230.27	4390.85	899.85	1889.84	721.125	1019.4	1247.5	2534.19	1586.18	1883.91	411.207	3247.91						199.828	894.746	1410.45	1142.77	1345.72
MT-ND1	1163.02	1196.47	998.845	1571.16	1875.16	1797.21	621.79	1358.35	3027.17	4385.21	1537.42	1687.92	2130.15	2301.36	1114.09	1150.42	1880	1477.11	643.912	1842.91	2450.77	1865.46	2396.99	2321.14
MT-ND3	194.307	1538.24	1916.89	236.394	475.85	1936.28	322.662	953.377	3664.24	6513.04	2775.13	714.988	3172.45	2563.67	811.24	1630.95	707.645	346.017	386.785	401.427	2984.34	2605.04	1375.51	2415.97
MT-ND4	2453.1	3673.94	1718.19	4415.82	1866.21	2164.01	1437.93	2303.59	2752.52	5752.09	4379.49	1753.13	3582.55	7467.34	1043.09	1184.89	1494.83	1158.2	1084.15	1398.38	1500.06	2461.32	2069.27	2840.58
MT-ND5	1539.47	1686.03	1836.48	2591.78	869.488	1990.16	1151.03	2809.93	1275.48	2094.25	2040.18	2321.63	1882.64	1197.05	275.17	1831.75		896.47	854.761	610.284	1167.25	2562.88	1291.1	1579.04
MT1B	663.346	12571.5	729.584	5677	5447.56	22305.5	2283.7	11654.3	1497.96	16023.4	4151.58	12799.7	125.305	1006.3	444.9	1117.6	146.437	3186.72	267.636	2034.82	608.581	3106.96	225.569	471.114
MT1E	1473.91	7178.59	616.013	435.079	3027.25	18363.9	1756.32	7189.62	2462.07	8316.87	4615.63	13221.6	189.939	211.368	88.3936		522.287	598.217	938.007	424.895	16.874	2081.37	147.297	290.927
MT1E;MT2A	21652.5	65907.8	16830	49511.6	63381.8	133426	33066	72926.4	24011.4	108324	55984	84712.6	14626.9	31006.4	10960.5	16526.3	22333	52322.2	20037.7	18234.2	20917	57688	14561.7	23502.5
MT1F					339.173				229.729	467.817	216.288	386.633	22.6973						98.8113					
MT1X	157.687	1314.55	142.454	973.027	992.55	27221.8	148.354	13896.4	549.57	13316.3	1186.81	19546.8	124.059	911.626		967.054	59.1206	833.479	366.527	220.095	119.021	4549.47	104.756	910.975
MT2A	3858	28170.6	7265.18	17222.1	25572.6	96900	6951.45	27033.4	13237.6	109636	53774.3	48746.4	4262.68	7760.92	4913.44	10199.6	5173.52	11691.9	7364.56	8606.63	15343.4	33381.6	4497.97	6427.22
MTA1	6924.88	4104.65	3353.73	4092.78	4804.64	4940.97	6459.89	4520.64	4952.83	2731.04	6183.58	3288.51	4081.9	2774.04							4357.1	5521.58	5430.21	3457.67
MTA1;MTA3	730.129	1132.1	979.106	1343.83	1457.38	1030.75	1556.8	1806.62	1515.56	1684.42	1663.8	1054.56	1797	750.359							2217.11	1789.74	3580.51	2910.19
MTA2	5143.32	3533.57	4694.6	3324.67	5635.11	6189.55	8769.26	5097.27	5193.7	4349.82	7741.66	3335.78	5894.34	3892.21	354.642	348.721	158.614	1386.57	926.021	1932.46	5754.88	4769.52	7561.97	5336.81
MTA3					942.967		1048.93		1296.33				1495.06								1261.73			1953.24
MTAP	19167.8	16771	19563.3	18407.2	24102.7	20531.5	16707.9	18801.7	19436	17193.5	19748.5	22206.3	22031.2	26602.3	19295.6	25407.2	18189.7	24269.6	22926.7	26104.9	25798.6	22506.9	29180.9	21230.3
MTARC2	2768.52	2442.24	2699.5	1651.52	4918.72	2982.99	2159.1	4315.37	2302.51	3673.53	3004.85	3693.62	2230.36	4707.12	3305.72	1984.35	3449.04	3583.84	2171.45	4450.95	2608.97	3300.35	3333.28	4970.43
MTCH1	20169.8	17110.4	15282.9	24622.1	13632.2	14321.4	15026	17525.6	17563.2	21886.3	19984.4	11468	21724	22110.6	19494.4	15740.2	16492.6	17637.8	9649.47	18042.6	17583.4	18785.2	20844.3	18175.8
MTCH2	41145.1	41543.2	39988	50414.7	20358.1	38033.8	30293.7	35086.3	30866.3	41677.6	41886.5	43207.4	25891.7	47623.4	15815.3	29067.7	21600.1	34876.2	21362.9	35442.4	24891.1	33305.1	20002.1	26174.3
MTCL1			876.37	741.474	1634.85	1288.79	1580.02	1682.12	1335.08	703.665	1436.97	1091.9	1364.91	315.283	258.508		246.307		955.028		1447.52	997.73	690.429	1097.65
MTDH	40243.3	18967.2	50002.7	25774.9	39333.8	37593	43531.8	37709.9	51514.5	32670.7	38429.7	41765.9	29922	35766.6	28686.1	15080.4	31870.5	16938.8	49101.3	17775.1	36342.9	45686.8	40023	35315.9
MTERF4			1552.8					3400.72																
MTFMT	1026.75	688.435	956.649	493.895	691.643	700.06	217.981	593.473	383.673	260.583	193.303		204.725	692.493			82.0153	355.765	366.88	165.837	165.306		273.074	672.804
MTFP1	237.087	216.332		157.26			320.094		232.48		537.416		177.282	441.228		226.232		470.847	270.581	646.255	241.996	179.307	147.224	409.691
MTFR1L	4254.17	3103.42	4795.56	3947.8	4782.25	3615.1	3052.1	4058.22	3751.83	3450.61	4591.06	3224.58	2360.15	2272.19	1376.85	2272.19	2353.84	3825.41	1600.12	2201.92	1496.52	1922.87	2421.01	2310.93
MTG1	479.404	812.84	715.005	1613.01	924.557	1094.19	883.631	1007.66	482.26	777.954	838.671	597.896	178.427	662.582	708.84		395.754	1424.79	236.886	791.686	589.189	665.67	701.271	860.265
MTHFD1	44946.4	48567.9	46224.5	37038.9	59907.3	70881.2	55794	67043.6	52850.1	57858.8	58269.4	65132.7	49461.9	56788.1	30813.5	51964.3	32386.4	42961.3	39275	43612.3	45759.1	52947	44435.2	52137.3
MTHFD1;MTHFD1L	793.007		5924.45		17008.2	12657.2	1918.42	4390.03	11008.3	2434.41	13376.9	6553.04	14744.5		25763.2	8499.54	7574.47	3524.44	17652.9	4114.99	15714.7	6213	13776.3	15727.4
MTHFD1L	8034.27	5490.71	8116.25	5377.06	7559.77	5309.12	8222.14	5267.84	6946.29	5743.1	7859.38	4416.21	6155.74	4260.64	6342.62	6480.17	6586.14	9945.5	7296.12	14393.7	5183.79	3810.37	7577.88	4217.1
MTHFD2	5933.98	4627.34	2691.45	1394.33	3432.54	2302.93	3742.34	3388.05	3622.35	3085.55	2734.86	3661.78	3560.73	3639.62	2538.48	3498.29	4190.06	6436.2	3562.28	6849.76	4309.05	3121.04	3630.26	3062.56
MTHFR	413.627	278.055	70.6402			465.279	366.238	189.82	225.626	70.1481		219.055	1053.02	207.938	522.12					502.371				
MTHFS	1116.86	1121.93	1350.32	790.724	2327.65	2993.13	2658.46	2161.95	2138.96	2692.5	1905.33	1381.75	2107.42	2435.38	1535.57	2313.55	1574.04	1288.75	1397.39	1307.98	2065.12	1674.93	1575.12	2884.43
MTIF2	2930.44	1200.88	2377.68	3628.62	1568.66	1561.97	906.773	1848.19	2174.6	1313.29	1472.35	1981.34	1954.51	953.252	2886.41	1089.49	2053.48	2088.09	1717.25	1796.27	1789.34	1716.38	1436.72	1817.18
MTIF3	2568.81	3723.08	4634.55	3898.77	4074.18	2936.11	4460.08	4346.23	4409.11	2524.83	4456.42	3351.88	2452.13	3132.26	2200.43	488.81	2997.69	1281.3	2139.47	1196.17	4498.64	4213.43	1143.09	2888.46
MTLN		238.244	1261.83	466.793	874.966	494.704	1122.25	594.846	1096.22	649.126		384.461	769.327	466.54	718.058	797.516	719.188	600.056		988.563	682.344	328.658	1008.49	1035.68
MTM1	3365.92	2488.32	1954.45	3032.13	1643.93	2468.98	1995.18	3254.71	2348.23	1799.84	2915.75	2391.32	2004.18	2845.51	1865.6	3028.59	1466.38	2180.42	1540.98	2542	1735.27	3296.56	2294.25	3147.98
MTMR1	3075.14	3052.46	2525.39	2865.7	2322.74	2971.98	2753.09	3028.65	1861.93	2330.5	3172.62	2239.94	2172.54	2207.93	2428.66	2487.89	2691.32	2295.61	3849.51	2541.36	1620.91	3128.49	3572.64	2960.89
MTMR12	2335.12	1720.87	1821.66	1811.88	2366.92	1766.32	1687.21	1853.86	2443.56	1530.36	1996.02	2409.97	1970.91	3156.58	2436.95	2406.63	2045.43	2599.57	2890.68	3220.45	1841.68	2161.88	1285.02	2555.34
MTMR14	801.171	949.664	991.184	373.142	744.826	1015.92	276.413	1000.37	1281.01	1163.91	1087.14	675.863	2063.86	785.367	875.603	296.533	222.607	731.115	559.077	394.73	1329.83	1145.85	721.058	1146.08
MTMR1;MTMR2						548.628							763.322	839.88										247.779
MTMR2	3628.31	2274.04	2404.17	2110.64	2490.41	3775.92	2027.6	1964.71	3400.55	3359.36	3789.89	4914.86	2370.23	1468.12	2133.49	813.37	1828.19	976.251	3110.05	2265.63	1916.41	3465.21	2491.32	2575.2
MTMR3	534.815	260.43	320.029	477.364		532.011		714.059	296.548	190.865		460.348	359.804	202.404	284.496				538.3	206.787		190.903		300.209
MTMR6	6433.96	6031.76	6769.94	6431.73	2798.78	4382.2	4621.29	5460.87	6308.25	4957.51	5213.08	5081.46	3144.53	5391.85	3665.85	3259.14	4744.49	5513.46	5004.14	6578.71	3045.13	4758.33	4317.92	4610.08
MTMR9	2047.95	2125.28	1595.96	1468.63	1747.23	1645.82	1911.86	2105.3	2506.09	3416.74	2627.86	2037.39	1938.68	2525.72	2511.58	2449.71	4059.72	3156.08	2695.14	3485.58	1712.29	2144.1	1987.29	2383.71
MTO1	249.506	241.266	131.177	170.301	535.565	572.966		358.25	824.545		375.565	414.998	297.4			43.8104	69.3646	591.595	306.322	185.75	166.467	184.009	269.476	131.156
MTOR	3147.04	3626.8	3366.15	3632.12	1600.2	2929.19	3018.14	3219.51	3288.22	3288.1	3616.45	3108.69	3748.57	3732.32	2718.91	2442.67	2710.57	3241.11	3511.94	4519.81	2438.38	3076.01	3510.9	4327.41
MTPAP	1655.39	1244.18	1698.98	2069.32	754.748	1191.74	1184.79	1559.09	757.099	1190.01	1661.31	2072.52	635.146	691.147	286.818	1129.45	661.823	675.903	1184.81	824.258	698.496	679.184	1049.07	1181.12
MTPN	48006.2	74955.8	67368.2	80321.6	45584.9	54587.8	44576	54624.6	55367.3	73530.1	51849.2	61520.2	30989.1	66346.8	41687.5	64242.5	49345.2	64712.7	53090.6	69009.7	37979.2	63911.4	48449.8	38434
MTR	8189.27	6562.83	7126.48	6265.89	6479.88	7419.58	10233.8	8690.34	6715.65	7010.45	7902.19	6594.04	9516.08	8119.25	7883.34	5583.25	8177.13	7701.26	9156.34	8195.23	6712.69	9392.82	10329.5	9145.71
MTRES1	4064.11	3839.2	5605.02	3849.19	4543.5	2778.85	3831.61	3711.23	5321.57	3240.1	4362.45	4250.83	2548.5				2243.01		2164.83		2140.46	4418.38	1024.98	2245.31
MTREX	2641.39	2494.89	2150.71	2777.71	3587.18	2863.27	3040.84	2741.7	3261.89	2332.32	2920.39	2073.04	2851.01	3183.02	1371.73	1398.3	677.539	1606.11	640.804	398.609	3164.88	2337.63	3060.27	2983.9
MTRF1L	294.767	398.389	531.829	699.985	736.093	517.046	849.977	714.256	410.543	533.123	592.461	582.114	414.147	662.511	404.535	1317.07	307.003	2127.36	929.705	1065.55	344.636	598.543	330.154	531.709
MTRR	826.687	1179.71	922.361	2067.88	1331.94	2456.59	1742.62	2041.19	791.652	1226.3	1484.66	2430.91	1619.73	2335.74	1386.16	1115.3	1061.04	1532.08	1577.3	1519.01	1497.16	1256.46	1894.05	1039.42
MTSS1					208.301	362.239	104.177		77.2568	519.036	161.64	631.613	199.555	154.028							45.2966	158.287	139.294	577.233
MTSS2	2237.11	1033.07	2211.01	882.663	1234	1750.62	2541.63	1757.78	1112.23	1677.04	1501.82	2023.93	971.743	604.995	370.777	624.6	398.806	1673.08	1004.48	1086.59	545.673	1192.24	655.922	730.485
